Doc_ID,Doc_TitleDescription,Doc_NameID [NameAuthority::OfficialCombined] ,[NameAuthority::OfficialCombined] Reference,Doc_Photographer,Doc_Date,Doc_BeginDateFilter,Doc_EndDateFilter,Doc_Type,Doc_Source,Doc_Note,Doc_ObjectID [Object::Object_KressCatalogNumber...Object_Title…Object_ArtistNameID [NameAuthority::OfficialCombined]...Object_InstitutionNameID [NameAuthority::OfficialCombined]],Object_KressCatalogNumber reference,Object_Title Reference,Object_ArtistOfficalCombined Reference,Object_InstitutionOfficialCombined reference,Doc_DocumentFilename,Doc_RelatedObjectID,,
DOC04515,"K1404 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2825,K1404,The Visitation,Giuseppe Maria Crespi,University of Arizona Museum of Art,52A2_K1404_04_04515.pdf,2825,,
DOC04516,"K1404 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2825,K1404,The Visitation,Giuseppe Maria Crespi,University of Arizona Museum of Art,52A2_K1404_05_04516.pdf,2825,,
DOC04517,"K1800 - Expert opinion by Longhi, 1950",NAM0915,Longhi ,,1950,1950,1954,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3072,K1800,Head of a Bearded Man,"Marietta Tintoretto, Attributed to",University of Arizona Museum of Art,52A2_K1800_02_04517.pdf,3072,,
DOC04518,"K1800 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3072,K1800,Head of a Bearded Man,"Marietta Tintoretto, Attributed to",University of Arizona Museum of Art,52A2_K1800_04_04518.pdf,3072,,
DOC04519,"K1800 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3072,K1800,Head of a Bearded Man,"Marietta Tintoretto, Attributed to",University of Arizona Museum of Art,52A2_K1800_05_04519.pdf,3072,,
DOC04520,"K1216 - Expert opinion by Fiocco, 1938",NAM0819,Fiocco ,,1938,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_02_04520.pdf,2731,,
DOC04521,"K1216 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_02_04521.pdf,2731,,
DOC04522,"K1216 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_02_04522.pdf,2731,,
DOC04523,"K1216 - Expert opinion by Suida, 1938",NAM1066,Suida ,,1938,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_02_04523.pdf,2731,,
DOC04524,"K1216 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_02_04524.pdf,2731,,
DOC04525,"K1216 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_03_04525.pdf,2731,,
DOC04526,"K1216 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_04_04526.pdf,2731,,
DOC04527,"K1216 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2731,K1216,"Christ, the Man of Sorrows",Giampietrino (Giovanni Padrino),"Armstrong-Browning Library, Baylor University",52A2_K1216_05_04527.pdf,2731,,
DOC04528,"K0157 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04528.pdf,2877,,
DOC04529,"K0157 - Expert opinion by Longhi, 1928",NAM0915,Longhi ,Murray Keyes,1928,1925,1929,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04529.pdf,2877,,
DOC04530,"K0157 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,Murray Keyes,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04530.pdf,2877,,
DOC04531,"K0157 - Expert opinion by Fiocco et al., circa 1930s-1940s",NAM0819; NAM1106,Fiocco; A. Venturi,Murray Keyes,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04531.pdf,2877,,
DOC04532,"K0157 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04532.pdf,2877,,
DOC04533,"K0157 - Expert opinion by Suida, circa 1920s-1950s",NAM1066,Suida ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04533.pdf,2877,,
DOC04534,"K0157 - Expert opinion by Marle, circa 1920s-1930s",NAM0919,Marle ,,circa 1920s-1930s,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_02_04534.pdf,2877,,
DOC04535,"K0157 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_03_04535.pdf,2877,,
DOC04536,"K0157 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_04_04536.pdf,2877,,
DOC04537,"K0157 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2877,K0157,Madonna and Child,"Pietro Lorenzetti, Follower of","Armstrong-Browning Library, Baylor University",52A2_K0157_05_04537.pdf,2877,,
DOC04538,"K1731 - Expert opinion by Longhi, 1950",NAM0915,Longhi ,,1950,1950,1954,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2993,K1731,Madonna and Child with St. John the Baptist and Three Angels,"Andrea del Sarto, Copy or After","Armstrong-Browning Library, Baylor University",52A2_K1731_02_04538.pdf,2993,,
DOC04539,"K1731 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2993,K1731,Madonna and Child with St. John the Baptist and Three Angels,"Andrea del Sarto, Copy or After","Armstrong-Browning Library, Baylor University",52A2_K1731_04_04539.pdf,2993,,
DOC04540,"K1731 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2993,K1731,Madonna and Child with St. John the Baptist and Three Angels,"Andrea del Sarto, Copy or After","Armstrong-Browning Library, Baylor University",52A2_K1731_05_04540.pdf,2993,,
DOC04541,"K1755 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3020,K1755,The Holy Family with the Infant St. John,Parmese School,"Armstrong-Browning Library, Baylor University",52A2_K1755_04_04541.pdf,3020,,
DOC04542,"K1755 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3020,K1755,The Holy Family with the Infant St. John,Parmese School,"Armstrong-Browning Library, Baylor University",52A2_K1755_05_04542.pdf,3020,,
DOC04543,"K1817 - Expert opinion by Longhi, 1950",NAM0915,Longhi ,,1950,1950,1954,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3090,K1817,Landscape with Bridge,Francesco Zuccarelli,"Armstrong-Browning Library, Baylor University",52A2_K1817_02_04543.pdf,3090,,
DOC04544,"K1817 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3090,K1817,Landscape with Bridge,Francesco Zuccarelli,"Armstrong-Browning Library, Baylor University",52A2_K1817_04_04544.pdf,3090,,
DOC04545,"K1817 - Photograph, circa 1930s-1960s",,,Murray Keyes,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3090,K1817,Landscape with Bridge,Francesco Zuccarelli,"Armstrong-Browning Library, Baylor University",52A2_K1817_05_04545.pdf,3090,,
DOC04546,"K0059 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Murray Keyes,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_01_04546.pdf,3583,,
DOC04547,"K0059 - Expert opinion by Suida, 1935",NAM1066,Suida ,Murray Keyes,1935,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_02_04547.pdf,3583,,
DOC04548,"K0059 - Expert opinion by Fiocco, circa 1930s-1940s",NAM0819,Fiocco ,Murray Keyes,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_02_04548.pdf,3583,,
DOC04549,"K0059 - Expert opinion by Perkins et al., circa 1920s-1940s",NAM0992; NAM1058; NAM0919; NAM1106 ,Perkins; Sirén; Marle; A. Venturi,Murray Keyes,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_02_04549.pdf,3583,,
DOC04550,"K0059 - Expert opinion by Longhi, 1931",NAM0915,Longhi ,Murray Keyes,1931,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_02_04550.pdf,3583,,
DOC04551,"K0059 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_02_04551.pdf,3583,,
DOC04552,"K0059 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3583,K0059,The Coronation of the Virgin,Pietro Domenico da Montepulciano,Howard University Gallery of Art,52A2_K0059_04_04552.pdf,3583,,
DOC04553,"K0119 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04553.pdf,2704,,
DOC04554,"K0119 - Expert opinion by Fiocco et al., circa 1930s-1940s",NAM0819; NAM1106,Fiocco; A. Venturi,Murray Keyes,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04554.pdf,2704,,
DOC04555,"K0119 - Expert opinion by Marle, circa 1920s-1930s",NAM0919,Marle ,Murray Keyes,circa 1920s-1930s,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04555.pdf,2704,,
DOC04556,"K0119 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,Murray Keyes,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04556.pdf,2704,,
DOC04557,"K0119 - Expert opinion by Suida, 1935",NAM1066,Suida ,,1935,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04557.pdf,2704,,
DOC04558,"K0119 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04558.pdf,2704,,
DOC04559,"K0119 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_02_04559.pdf,2704,,
DOC04560,"K0119 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_04_04560.pdf,2704,,
DOC04561,"K0119 - Photograph, circa 1930s-1960s",,,Murray Keyes,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2704,K0119,Saints Roch and Vincent Ferrer,"Ambrogio Borgognone, Follower of",Howard University Gallery of Art,52A2_K0119_05_04561.pdf,2704,,
DOC04562,"K0128 - Expert opinion by Fiocco, circa 1930s-1940s",NAM0819,Fiocco ,Murray Keyes,circa 1930s-1940s,1930,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2777,K0128,St. Jerome Penitent,"Moretto da Brescia (Alessandro Bonvicino), Attributed to",Howard University Gallery of Art,52A2_K0128_02_04562.pdf,2777,,
DOC04563,"K0128 - Expert opinion by Marle, circa 1920s-1930s",NAM0919,Marle ,Murray Keyes,circa 1920s-1930s,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2777,K0128,St. Jerome Penitent,"Moretto da Brescia (Alessandro Bonvicino), Attributed to",Howard University Gallery of Art,52A2_K0128_02_04563.pdf,2777,,
